symbol;company;purpose;bm_desc;date
SANWARIA;Sanwaria Consumer Limited;Financial Results;Meeting of  Board of directors has been reschedule on 13.08.2024 to consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SARVESHWAR;Sarveshwar Foods Limited;Financial Results/Fund Raising;To consider and approve the financial results for the period ended Jun 30, 2024 and Fund Raising;13-Aug-2024
SCILAL;Shipping Corporation of India Land and Assets Limited;Financial Results;Board Meeting intimation for the Meeting to be held to consider and approve the Unaudited Financial Results for the quarter ended Jun 30, 2024;13-Aug-2024
SECMARK;SecMark Consultancy Limited;Financial Results/Other business matters;Pursuant to Regulation 29(1) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that the meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, August 13, 2024 to consider inter alia:1.To approve Unaudited (Standalone and Consolidated) Financial Results with Limited Review of the Company for the quarter ended June 30, 2024.2.Any other business which forms part of the Agenda Paper.Further, pursuant to Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015 and the Company's Code of Conduct for regulating, monitoring and reporting of trading by Insiders and Code of fair disclosure of unpublished price sensitive information', the trading window of the Company for the quarter ended June 30, 2024 is closed from Monday, July 01, 2024, and shall reopen after expiry of 48 hours from declaration of said FinancialￂﾠResults.;13-Aug-2024
SGL;STL Global Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
SHANTI;Shanti Overseas (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SHIVALIK;Shivalik Rasayan Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SHK;S H Kelkar and Company Limited;Financial Results;Notice of Board Meeting to consider Unaudited Financial Results for the quarter ended June 30, 2024;13-Aug-2024
SICALLOG;Sical Logistics Limited;Financial Results;To consider and approve the unaudited financial results (standalone and consolidated) of the Company for the quater ended Jun 30, 2024;13-Aug-2024
SILGO;Silgo Retail Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SIMBHALS;Simbhaoli Sugars Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SINDHUTRAD;Sindhu Trade Links Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SJVN;SJVN Limited;Fund Raising;To consider Fund Raising;13-Aug-2024
SKFINDIA;SKF India Limited;Financial Results;We wish to inform you that pursuant to Regulations 29, 33 and other applicable provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI LODR ), the meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, 13th August 2024 inter-alia, to consider and approve the following amongst other things the Unaudited Financial Results (Standalone & Consolidated) for the First Quarter ended 30th June 2024.;13-Aug-2024
SMLT;Sarthak Metals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SPLIL;SPL Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
STARPAPER;Star Paper Mills Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
STERTOOLS;Sterling Tools Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
SURYALAXMI;Suryalakshmi Cotton Mills Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SVPGLOB;SVP GLOBAL TEXTILES LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TARAPUR;Tarapur Transformers Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TBOTEK;TBO Tek Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TCIEXP;TCI Express Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TDPOWERSYS;TD Power Systems Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TECHNOE;Techno Electric & Engineering Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TEXMOPIPES;Texmo Pipes and Products Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TEXRAIL;Texmaco Rail & Engineering Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
TFCILTD;Tourism Finance Corporation of India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TIDEWATER;Tide Water Oil Company (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TIIL;Technocraft Industries (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
TIIL;Technocraft Industries (India) Limited;Buyback;To consider buyback for equity shares;13-Aug-2024
TNPL;Tamil Nadu Newsprint & Papers Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
TNTELE;Tamilnadu Telecommunication Limited;Financial Results;To consider and approve the un-auditedfinancial results for the quarter ended on 30.06.2024;13-Aug-2024
TRU;TruCap Finance Limited;Financial Results/Fund Raising;To consider and approve the unaudited financial results (Standalone and Consolidated) for the quarter ended June 30, 2024 and Fund Raising by way of non-convertible debentures, in one or more tranches on an annual basis through private placement.;13-Aug-2024
TULSI;Tulsi Extrusions Limited;Other business matters;To consider and approve the financial results for the period ended March 31, 2024.;13-Aug-2024
TVVISION;TV Vision Limited;Financial Results;Pursuant to the provisions of Regulation 29 and Regulation 33 of the Securities and Exchange Board of India (Listing Obligations & Disclosure Requirements), Regulations, 2015 we wish to inform you that the Meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, 13th August 2024, to consider and approve the following agenda items:1. To consider and approve the Un-audited Financial Results (Standalone and Consolidated) of the Company for the quarter ended 30th June 2024.2. Any other business as may be decided by the Board of Directors.Further, pursuant to the provisions of SEBI (Prohibition of Insider Trading) Regulations, 2015 read with BSE Circular no. LIST/COMP/01/2019-20 dated 2nd April 2019 and as per the terms of  Code of Conduct for Regulating, Monitoring and Reporting of Trading by Insiders  of the Company ( the Code ), the trading window for dealing in securities of the Company which was closed from Monday, 1st July 2024 till 48 hours of the declaration of the Un-audited Financial Results for the quarter ended 30th June 2024 for all insiders, Designated person and their immediate relatives as defined in the Code of the Company.;13-Aug-2024
UEL;Ujaas Energy Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
UGARSUGAR;The Ugar Sugar Works Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
UMAEXPORTS;Uma Exports Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
UMESLTD;Usha Martin Education & Solutions Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
UNIDT;United Drilling Tools Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;13-Aug-2024
UNIENTER;Uniphos Enterprises Limited;Financial Results;We wish to inform you, pursuant to Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, that a Meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, the 13th August, 2024, inter-alia, to consider and approve the Unaudited Financial Results of the Company for the quarter ended 30th June, 2024 and take on record limited review report on unaudited financial results, to be issued by M/s. B S R & Co. LLP, Chartered Accountants, Statutory Auditor of the Company.   Further, as intimated earlier vide our letter dated 28th June, 2024, as per the SEBI (Prevention of Insider Trading) Regulations, 2015, the Trading Window Close Period for all Designated Persons has commenced from 1st July, 2024 and will continue till completion of 48 hours after the Unaudited Financial Results of the Company for the quarter ended 30th June, 2024 is uploaded online on the portal of the of the Stock Exchanges where the securities of the Company are listed.;13-Aug-2024
UNIVAFOODS;Univa Foods Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
UNIVASTU;Univastu India Limited;Financial Results;To consider and approve the  unaudited financial results for the period ended Jun 30, 2024;13-Aug-2024
UNIVPHOTO;Universus Photo Imagings Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
URAVI;Uravi T and Wedge Lamps Limited;Financial Results;URAVI T AND WEDGE LAMPS LIMITED has informed the Exchange about Board Meeting to be held on August 13, 2024 to inter-alia consider and approve the unaudited Financial results of the Company for the quarter ended June 30, 2024;13-Aug-2024
VALIANTORG;Valiant Organics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
VCL;Vaxtex Cotfab Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
VENUSREM;Venus Remedies Limited;Financial Results/Other business matters;To consider and approve 1. To consider and approve Unaudited Standalone and Consolidated Financial Results for the period ended on 30th June 2024.2. To consider the appointment of independent director(s).3. To finalize the date of 35th Annual General Meeting of the company.4. Any other business with permission of the Chair.;13-Aug-2024
VETO;Veto Switchgears And Cables Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
VINEETLAB;Vineet Laboratories Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
VPRPL;Vishnu Prakash R Punglia Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
VSTL;Vibhor Steel Tubes Limited;Financial Results/Other business matters;To consider and approve the Un-audited standalone financial results for the quarter ended Jun 30, 2024 and other business matters.;13-Aug-2024
VSTTILLERS;V.S.T Tillers Tractors Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
WILLAMAGOR;Williamson Magor & Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
WINDLAS;Windlas Biotech Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
WINDMACHIN;Windsor Machines Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
YATHARTH;Yatharth Hospital & Trauma Care Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
ZENITHSTL;Zenith Steel Pipes & Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
